id|authority_id|name|publisher_id|place|url|machine_name|sort_name|identifier|type
606|422|Witness|1|||witness|witness|0891-1371|ISSN
435|372|European Journal of Philosophy|543|||european journal of philosophy|european journal of philosophy|0966-8373|ISSN
1662|1491|Interdisciplinary Studies in Literature and Environment|469|||interdisciplinary studies in literature and environment|interdisciplinary studies in literature and environment|1076-0962|ISSN
1862|577|Excavatio: Emile Zola and Naturalism|2864|||excavatio emile zola and naturalism|excavatio emile zola and naturalism|1021-5417|ISSN
371|8|Physical Review A - Atomic, Molecular, and Optical Physics|745|||physical review a atomic molecular and optical physics|physical review a atomic molecular and optical physics|1050-2947|ISSN
406|405|Journal of Information Systems Education|1676|||journal of information systems education|journal of information systems education|1055-3096|ISSN
1960|216|International Journal of Sustainable Development and World Ecology|4|||international journal of sustainable development and world ecology|international journal of sustainable development and world ecology|1350-4509|ISSN
1921|233|Molecular Ecology Notes|2875|||molecular ecology notes|molecular ecology notes|1471-8278|ISSN
2084|542|Acta Analytica: International Periodical for Philosophy in the Analytical Tradition|2308|||acta analytica international periodical for philosophy in the analytical tradition|acta analytica international periodical for philosophy inanalytical tradition|0353-5150|ISSN
1900|74|Integral Equations and Operator Theory|2308|||integral equations and operator theory|integral equations and operatorory|0378-620X|ISSN
2018|17|Journal of Operator Theory|2935|||journal of operator theory|journal of operatorory|0379-4024|ISSN
855|814|The College Mathematics Journal|1800|||the college mathematics journal|college mathematics journal|0746-8342|ISSN
1200|1311|33rd Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS 2011|1|||33rd annual international conference of the ieee engineering in medicine and biology society embs 2011|33rd annual international conference ofieee engineering in medicine and biology society embs 2011|1557-170X|ISSN
892|892|Traditio|1|||traditio|traditio|0362-1529|ISSN
2108|899|Journal of Neurogastroenterology and Motility|2967|||journal of neurogastroenterology and motility|journal of neurogastroenterology and motility|2093-0879|ISSN
1468|1719|Psychology of Sexual Orientation and Gender Diversity|752|||psychology of sexual orientation and gender diversity|psychology of sexual orientation and gender diversity|2329-0390|ISSN
1540|621|Journal of the American Oriental Society|249|||journal of the american oriental society|journal ofamerican oriental society|0003-0279|ISSN
1920|621|Journal of the American Oriental Society|2874|||journal of the american oriental society|journal ofamerican oriental society|0003-0279|ISSN
1571|16|Journal of Mathematical Analysis and Applications|1276|||journal of mathematical analysis and applications|journal of mamatical analysis and applications|0022-247X|ISSN
2149|16|Journal of Mathematical Analysis and Applications|416|||journal of mathematical analysis and applications|journal of mamatical analysis and applications|0022-247X|ISSN
620|450|Numen: International Review for the History of Religions|999|||numen international review for the history of religions|numen international review forhistory of religions|0029-5973|ISSN
1767|1138|The Culture and Philosophy of Ridley Scott|2809|||the culture and philosophy of ridley scott|culture and philosophy of ridley scott|9780739178720|ISBN13
2127|1135|World View and Theory in Indian Philosophy|2973|||world view and theory in indian philosophy|world view andory in indian philosophy|9789350980125|ISBN13
1809|600|Sojourner: The Women's Forum|2842|||sojourner the women s forum|sojournerwomen s forum|0191-8699|ISSN
1813|587|The Raven Chronicles|2844|||the raven chronicles|raven chronicles|1066-1883|ISSN
2075|267|Pacific Journal of Mathematics|1801|||pacific journal of mathematics|pacific journal of mamatics|0030-8730|ISSN
2078|1597|Southern Poetry Review|2953|||southern poetry review|sourn poetry review|0038-447X|ISSN
2091|912|Journal de Theorie des Nombres de Bordeaux|2960|||journal de theorie des nombres de bordeaux|journal deorie des nombres de bordeaux|1246-7405|ISSN
2111|229|Indiana University Mathematics Journal|1495|||indiana university mathematics journal|indiana university mamatics journal|0022-2518|ISSN
2113|236|Mathematics of Computation|150|||mathematics of computation|mamatics of computation|0025-5718|ISSN
2110|631|The Review of Metaphysics|2968|||the review of metaphysics|review of metaphysics|0034-6632|ISSN
2105|908|The Journal of Wealth Management|2966|||the journal of wealth management|journal of wealth management|1534-7524|ISSN
1803|520|Andre Malraux: the farfelu as expression of the feminine and the erotic|99|||andre malraux the farfelu as expression of the feminine and the erotic|andre malrauxfarfelu as expression of the feminine and the erotic|0820422967|ISBN10
2126|1144|Dali : l'exposition = the exhibition|2972|||dali l exposition the exhibition|dali l expositionexhibition|9782844265883|ISBN13
2205|1115|The Cambridge History of the English Novel|6|||the cambridge history of the english novel|cambridge history of the english novel|9781139013796|ISBN13
2142|71|American Mathematical Monthly|88|||american mathematical monthly|american mamatical monthly|0002-9890|ISSN
2146|32|Journal of the Geological Society of India|2308|||journal of the geological society of india|journal ofgeological society of india|0016-7622|ISSN
2141|16|Journal of Mathematical Analysis and Applications|416|||journal of mathematical analysis and applications|journal of mamatical analysis and applications|0022-247X|ISSN
2151|1549|Proceedings of the National Academy of Sciences|209|||proceedings of the national academy of sciences|proceedings ofnational academy of sciences|0027-8424|ISSN
2206|1106|The Girl with the Dragon Tattoo and Philosophy|39|||the girl with the dragon tattoo and philosophy|girl with the dragon tattoo and philosophy|9780470947586|ISBN13
2191|1086|In the Night Orchard: New and Selected Poems|2981|||in the night orchard new and selected poems|innight orchard new and selected poems|9781937875657|ISBN13
2155|2153|The Nature of Moral Responsibility New Essays|10|||the nature of moral responsibility new essays|nature of moral responsibility new essays|9780199998074|ISBN13
2189|1187|The Oxford Handbook of Cognitive Literary Studies|10|||the oxford handbook of cognitive literary studies|oxford handbook of cognitive literary studies|9780199978076|ISBN13
2201|74|Integral Equations and Operator Theory|2308|||integral equations and operator theory|integral equations and operatorory|1420-8989|ISSN
2212|878|Michigan Mathematical Journal|2887|||michigan mathematical journal|michigan mamatical journal|1945-2365|ISSN
2158|72|Sociological Theory|793|||sociological theory|sociologicalory|1467-9558|ISSN
2154|2153|The Nature of Moral Responsibility: New Essays|10|||the nature of moral responsibility new essays|nature of moral responsibility new essays|9780199998074|ISBN13
985|408|The Journal of the American Taxation Association|684|||the journal of the american taxation association|journal of the american taxation association|0198-9073|ISSN
993|17|Journal of Operator Theory|1|||journal of operator theory|journal of operatorory|0379-4024|ISSN
1837|320|The Pope's body|91|||the pope s body|pope s body|0226034372|ISBN10
1817|679|The creation/evolution controversy a battle for cultural power|2847|||the creation evolution controversy a battle for cultural power|creation evolution controversy a battle for cultural power|9780275962623|ISBN13
1826|822|All the truth|72|||all the truth|alltruth|9780425247631|ISBN13
1930|1189|Far from the madding crowd|2881|||far from the madding crowd|far frommadding crowd|9780451528568|ISBN13
1925|282|The poetics of enclosure:   American women poets from Dickinson to Dove|2878|||the poetics of enclosure american women poets from dickinson to dove|poetics of enclosure american women poets from dickinson to dove|1572331976|ISBN10
1912|331|Working in the world:   Jimmy Carter and the making of American foreign policy|137|||working in the world jimmy carter and the making of american foreign policy|working inworld jimmy carter and the making of american foreign policy|0807124451|ISBN10
1942|878|Michigan Mathematical Journal|2887|||michigan mathematical journal|michigan mamatical journal|0026-2285|ISSN
1964|1597|Southern Poetry Review|2899|||southern poetry review|sourn poetry review|0038-447X|ISSN
1947|882|The Missouri Review|2891|||the missouri review|missouri review|1548-9930|ISSN
1972|9|Illinois Journal of Mathematics|413|||illinois journal of mathematics|illinois journal of mamatics|0019-2082|ISSN
1997|666|The Spoon River Poetry Review|2923|||the spoon river poetry review|spoon river poetry review|0738-8993|ISSN
2034|73|Acta Mathematica Hungarica|2308|||acta mathematica hungarica|acta mamatica hungarica|0236-5294|ISSN
2017|17|Journal of Operator Theory|2934|||journal of operator theory|journal of operatorory|0379-4024|ISSN
2005|511|Transactions of the American Fisheries Society|4|||transactions of the american fisheries society|transactions ofamerican fisheries society|1548-8659|ISSN
1982|190|The theater of teaching and the lessons of theater|2809|||the theater of teaching and the lessons of theater|theater of teaching and the lessons of theater|9780739110331|ISBN13
1975|170|The ways of Providence:   religion  George Washington|2908|||the ways of providence religion george washington|ways of providence religion george washington|9780976823810|ISBN13
1984|187|The zen of La Llorona|2915|||the zen of la llorona|zen of la llorona|9781844710638|ISBN13
1980|176|The economic approach to environmental and natural resources|2912|||the economic approach to environmental and natural resources|economic approach to environmental and natural resources|9780030314544|ISBN13
1994|459|Voices in dialogue : reading women in the Middle Ages|2856|||voices in dialogue reading women in the middle ages|voices in dialogue reading women inmiddle ages|0268037175|ISBN10
2011|253|Chinese export porcelain:   in the Reeves Center collection at Washington and Lee University|160|||chinese export porcelain in the reeves center collection at washington and lee university|chinese export porcelain inreeves center collection at washington and lee university|1903942195|ISBN10
2020|248|Does environmental policy work?:   the theory and practice of outcomes assessment|1260|||does environmental policy work the theory and practice of outcomes assessment|does environmental policy worktheory and practice of outcomes assessment|1840641703|ISBN10
2027|965|Francis Bacon's New Atlantis in the foundation of modern political thought|2809|||francis bacon s new atlantis in the foundation of modern political thought|francis bacon s new atlantis infoundation of modern political thought|0739181505|ISBN10
1956|832|In the self's place:the approach of Saint Augustine|2895|||in the self s place the approach of saint augustine|inself s place the approach of saint augustine|0804762902|ISBN10
1979|178|Mysteries of the musical language revealed|2911|||mysteries of the musical language revealed|mysteries ofmusical language revealed|9781931948340|ISBN13
330|152|Geologic maps:   a practical guide to the preparation and interpretation of geologic maps:   for geologists, geographers, engineers, and planners|1|||geologic maps a practical guide to the preparation and interpretation of geologic maps for geologists geographers engineers and planners|geologic maps a practical guide topreparation and interpretation of geologic maps for geologists geographers engineers and planners|0130115835|ISBN10
1664|1524|Journal of Applied Ichthyology|210|||journal of applied ichthyology|journal of applied ichthyology|0175-8659|ISSN
1645|1472|French History|504|||french history|french history|0269-1191|ISSN
1644|1448|Nonprofit and Voluntary Sector Quarterly|49|||nonprofit and voluntary sector quarterly|nonprofit and voluntary sector quarterly|0899-7640|ISSN
1665|1539|Economic Systems|416|||economic systems|economic systems|0939-3625|ISSN
1651|1410|Journal of Applied Philosophy|210|||journal of applied philosophy|journal of applied philosophy|1468-5930|ISSN
1661|1466|Journal of Integer Sequences|221|||journal of integer sequences|journal of integer sequences|1530-7638|ISSN
1629|12|Explorations in Renaissance Culture|107|||explorations in renaissance culture|explorations in renaissance culture|2352-6963|ISSN
1670|1467|Church History: Studies in Christianity and Culture|406|||church history studies in christianity and culture|church history studies in christianity and culture|1755-2613|ISSN
1669|1525|PLoS ONE|228|||plos one|plos one|1932-6203|ISSN
1647|1454|Journal of Business and Economics|215|||journal of business and economics|journal of business and economics|2155-7950|ISSN
1634|1719|Psychology of Sexual Orientation and Gender Diversity|121|||psychology of sexual orientation and gender diversity|psychology of sexual orientation and gender diversity|2329-0382|ISSN
1706|1707|Unknown (0929-1261, 1572-9990)|1|||unknown 0929 1261 1572 9990|unknown 0929 1261 1572 9990|0929-1261|ISSN
1704|614|Ancient graffiti in context|45|||ancient graffiti in context|ancient graffiti in context|9780415878890|ISBN13
1678|1560|Law and Society Review|210|||law and society review|law and society review|0023-9216|ISSN
1672|1494|Drug and Alcohol Dependence|416|||drug and alcohol dependence|drug and alcohol dependence|0376-8716|ISSN
1698|955|ABC Journal of Advanced Research|607|||abc journal of advanced research|abc journal of advanced research|2304-2621|ISSN
1742|139|French Review|1|||french review|french review|0016-111X|ISSN
1708|627|Unknown (0018-9294)|1|||unknown 0018 9294|unknown 0018 9294|0018-9294|ISSN
1723|14|Unknown (0021-9584)|1|||unknown 0021 9584|unknown 0021 9584|0021-9584|ISSN
1724|14|Journal of Chemical Education|710|||journal of chemical education|journal of chemical education|0021-9584|ISSN
1741|13|Geometriae Dedicata|2308|||geometriae dedicata|geometriae dedicata|0046-5755|ISSN
1733|363|Annals of Biomedical Engineering|93|||annals of biomedical engineering|annals of biomedical engineering|0090-6964|ISSN
1717|820|Accounting Horizons|684|||accounting horizons|accounting horizons|0888-7993|ISSN
1743|310|International Review of Financial Analysis|416|||international review of financial analysis|international review of financial analysis|1057-5219|ISSN
1739|132|Journal of Geoscience Education|1|||journal of geoscience education|journal of geoscience education|1089-9995|ISSN
1713|387|Unknown (1365-2400)|1|||unknown 1365 2400|unknown 1365 2400|1365-2400|ISSN
1720|1085|Unknown (1471-2202)|1|||unknown 1471 2202|unknown 1471 2202|1471-2202|ISSN
1721|1085|BMC Neuroscience|136|||bmc neuroscience|bmc neuroscience|1471-2202|ISSN
1725|1726|Unknown (1524-833X)|1|||unknown 1524 833x|unknown 1524 833x|1524-833X|ISSN
1734|6|Economic Change and Restructuring|2308|||economic change and restructuring|economic change and restructuring|1573-9414|ISSN
1730|1731|Unknown (1754-2413)|1|||unknown 1754 2413|unknown 1754 2413|1754-2413|ISSN
1728|1525|Unknown (1932-6203)|1|||unknown 1932 6203|unknown 1932 6203|1932-6203|ISSN
1732|52|Earth|2795|||earth|earth|1943-345X|ISSN
1710|1711|Unknown (2168-5541)|1|||unknown 2168 5541|unknown 2168 5541|2168-5541|ISSN
1750|1173|Distant Readings: Topologies of German Culture in the Long Nineteenth Century|41|||distant readings topologies of german culture in the long nineteenth century|distant readings topologies of german culture inlong nineteenth century|9781571135391|ISBN13
1759|1164|Indochine: Des territoires et des hommes (1856-1956)|2805|||indochine des territoires et des hommes 1856 1956|indochine des territoires et des hommes 1856 1956|9782070142606|ISBN13
1775|567|Cuaderno internacional de estudios humanisticos y literatura|2817|||cuaderno internacional de estudios humani sticos y literatura|cuaderno internacional de estudios humani sticos y literatura|1521-8007|ISSN
1760|934|Journal of Chinese Cinemas|1574|||journal of chinese cinemas|journal of chinese cinemas|1750-8061|ISSN
1793|422|Witness|2832|||witness|witness|0891-1371|ISSN
1792|635|Indologica Taurinensia|2831|||indologica taurinensia|indologica taurinensia|1023-3881|ISSN
1804|684|Composition Studies/Freshman English News|179|||composition studies freshman english news|composition studies freshman english news|1534-9322|ISSN
1777|1009|Ecology of Freshwater Fish|1140|||ecology of freshwater fish|ecology of freshwater fish|1600-0633|ISSN
1787|653|Poemeleon|2827|||poemeleon|poemeleon|1933-6217|ISSN
1806|573|Ven conmigo! Level 3, Practice and activity book|2840|||ven conmigo level 3 practice and activity book|ven conmigo level 3 practice and activity book|003095021X|ISBN10
1810|870|Understanding programming and problem solving with C++|2843|||understanding programming and problem solving with c|understanding programming and problem solving with c|9780314067432|ISBN13
1784|1095|Dali, surrealism and cinema|2824|||dali surrealism and cinema|dali surrealism and cinema|9781904048909|ISBN13
1800|1162|Encyclopedia of Race and Racism|2837|||encyclopedia of race and racism|encyclopedia of race and racism|9780028661957|ISBN13
1781|998|Friendship and politics in post-revolutionary France|2822|||friendship and politics in post revolutionary france|friendship and politics in post revolutionary france|9780271061924|ISBN13
1799|1163|Libraries, Literatures, and Archives|2836|||libraries literatures and archives|libraries literatures and archives|9780415843874|ISBN13
1801|1158|New Advances in Gastromotility Research|109|||new advances in gastromotility research|new advances in gastromotility research|9789400765603|ISBN13
2042|640|Paideuma|2941|||paideuma|paideuma|0090-5674|ISSN
2047|545|American Indian Quarterly|78|||american indian quarterly|american indian quarterly|0095-182X|ISSN
1816|586|Journal of Teaching Writing|2846|||journal of teaching writing|journal of teaching writing|0735-1259|ISSN
2043|205|Psychology and Marketing|1665|||psychology and marketing|psychology and marketing|0742-6046|ISSN
2062|1321|Unknown (1573-2800)|1|||unknown 1573 2800|unknown 1573 2800|1573-2800|ISSN
2041|37|Journal of Reproduction and Development|2940|||journal of reproduction and development|journal of reproduction and development|0916-8818|ISSN
1812|587|Raven Chronicles|2844|||raven chronicles|raven chronicles|1066-1883|ISSN
2048|575|Presencia de la mujer hispana en las letras, las ciencias y las artes : ensayos|2885|||presencia de la mujer hispana en las letras las ciencias y las artes ensayos|presencia de la mujer hispana en las letras las ciencias y las artes ensayos|9781931139267|ISBN13
2046|578|Ixquic: Revista Hispánica Internacional de Análisis y Creación|2944|||ixquic revista hisp nica internacional de an lisis y creaci n|ixquic revista hisp nica internacional de an lisis y creaci n|1442-5025|ISSN
2068|233|Molecular Ecology Notes|39|||molecular ecology notes|molecular ecology notes|1471-8278|ISSN
2053|935|Interpersona: An International Journal on Personal Relationships|2077|||interpersona an international journal on personal relationships|interpersona an international journal on personal relationships|1981-6472|ISSN
2063|2135|Unknown (2050-1579)|1|||unknown 2050 1579|unknown 2050 1579|2050-1579|ISSN
2064|854|Unknown (2150-4857)|1|||unknown 2150 4857|unknown 2150 4857|2150-4857|ISSN
2074|251|Narrative form|203|||narrative form|narrative form|0333960963|ISBN10
2069|243|Jewish Russians:   upheavals in a Moscow synagogue|2674|||jewish russians upheavals in a moscow synagogue|jewish russians upheavals in a moscow synagogue|0812237056|ISBN10
2073|262|Monuments to the lost cause:   women, art, and the landscapes of southern memory|2878|||monuments to the lost cause women art and the landscapes of southern memory|monuments tolost cause women art and the landscapes of southern memory|1572332727|ISBN10
2100|431|Prairie Schooner|2963|||prairie schooner|prairie schooner|1542-426X|ISSN
2072|256|Journal of Herpetology|2951|||journal of herpetology|journal of herpetology|0022-1511|ISSN
2085|436|Principia -- an International Journal of Epistemology|2552|||principia an international journal of epistemology|principia an international journal of epistemology|1414-4217|ISSN
2102|1609|Shenandoah|2965|||shenandoah|shenandoah|0037-3583|ISSN
2076|250|Journal of Environmental Economics and Management|416|||journal of environmental economics and management|journal of environmental economics and management|0095-0696|ISSN
2083|676|European Journal of Political Research|210|||european journal of political research|european journal of political research|0304-4130|ISSN
2095|806|World Development|416|||world development|world development|0305-750X|ISSN
2104|879|Molecular biology and evolution|10|||molecular biology and evolution|molecular biology and evolution|0737-4038|ISSN
2094|799|Journal of Insect Behavior|2308|||journal of insect behavior|journal of insect behavior|0892-7553|ISSN
2097|1625|Applied Physics A: Materials Science and Processing|2308|||applied physics a materials science and processing|applied physics a materials science and processing|0947-8396|ISSN
2098|819|American Journal of Health Behavior|2037|||american journal of health behavior|american journal of health behavior|1087-3244|ISSN
2070|255|Kantian Review|406|||kantian review|kantian review|1369-4154|ISSN
2093|796|Applied Vegetation Science|210|||applied vegetation science|applied vegetation science|1402-2001|ISSN
2096|880|International Journal of Consumer Studies|210|||international journal of consumer studies|international journal of consumer studies|1470-6423|ISSN
2080|930|Subtropics|2955|||subtropics|subtropics|1559-0704|ISSN
2103|881|American Economic Journal: Applied Economics|723|||american economic journal applied economics|american economic journal applied economics|1945-7782|ISSN
2086|925|International Journal of Business and Social Science|2957|||international journal of business and social science|international journal of business and social science|2219-1933|ISSN
2128|1130|New Advances and Contributions to Fish Biology|1572|||new advances and contributions to fish biology|new advances and contributions to fish biology|9789535109099|ISBN13
2134|1321|Archives of Sexual Behavior|93|||archives of sexual behavior|archives of sexual behavior|1573-2800|ISSN
2121|545|American Indian Quarterly|78|||american indian quarterly|american indian quarterly|1534-1828|ISSN
2136|854|Journal of Graphic Novels and Comics|45|||journal of graphic novels and comics|journal of graphic novels and comics|2150-4857|ISSN
2157|215|Environmental Entomology|2975|||environmental entomology|environmental entomology|0046-225X|ISSN
2148|107|IEEE Transactions on Software Engineering|103|||ieee transactions on software engineering|ieee transactions on software engineering|0098-5589|ISSN
2140|1707|European Journal of Law and Economics|93|||european journal of law and economics|european journal of law and economics|0929-1261|ISSN
2147|405|Journal of Information Systems Education|1676|||journal of information systems education|journal of information systems education|1055-3096|ISSN
2150|1633|Internet Reference Services Quarterly|360|||internet reference services quarterly|internet reference services quarterly|1087-5301|ISSN
2144|114|Quarterly Journal of Experimental Psychology|360|||quarterly journal of experimental psychology|quarterly journal of experimental psychology|1747-0218|ISSN
2143|76|Beilstein Journal of Organic Chemistry|953|||beilstein journal of organic chemistry|beilstein journal of organic chemistry|1860-5397|ISSN
2152|1463|International Journal of Communication|571|||international journal of communication|international journal of communication|1932-8036|ISSN
2184|1179|Literatura y cine: En el bicentenario de la independencia de Iberoamérica y de la constitución de Cádiz|2885|||literatura y cine en el bicentenario de la independencia de iberoam rica y de la constituci n de c diz|literatura y cine en el bicentenario de la independencia de iberoam rica y de la constituci n de c diz|1931139733|ISBN10
2200|61|North American Journal of Economics and Finance|416|||north american journal of economics and finance|north american journal of economics and finance|1879-0860|ISSN
2176|1082|Viator|116|||viator|viator|0083-5897|ISSN
2202|429|American Literary Review|2985|||american literary review|american literary review|1051-5062|ISSN
2194|605|Salamander|2983|||salamander|salamander|1063-3359|ISSN
2190|1028|Atlanta Review|94|||atlanta review|atlanta review|1073-9696|ISSN
2187|1501|Regional & Federal Studies|360|||regional federal studies|regional federal studies|1359-7566|ISSN
2172|1099|Journal of Conservation and Museum Studies|2392|||journal of conservation and museum studies|journal of conservation and museum studies|1364-0429|ISSN
2183|1555|BMC Genomics|970|||bmc genomics|bmc genomics|1471-2164|ISSN
2175|1053|Cold Mountain Review|167|||cold mountain review|cold mountain review|1547-5972|ISSN
2174|1594|Journal of Language and Politics|435|||journal of language and politics|journal of language and politics|1569-2159|ISSN
2173|886|Journal of Physics: Conference Series|441|||journal of physics conference series|journal of physics conference series|1742-6588|ISSN
1831|834|Bad indians:  a tribal memoir|117|||bad indians a tribal memoir|bad indians a tribal memoir|9781597142014|ISBN13
1819|1820|Women : images and realities : a multicultural anthology|2849|||women images and realities a multicultural anthology|women images and realities a multicultural anthology|1559349786|ISBN10
1830|791|Ethics|91|||ethics|ethics|0014-1704|ISSN
1835|302|World Economy|210|||world economy|world economy|0378-5920|ISSN
1825|422|Witness|2852|||witness|witness|0891-1371|ISSN
1818|584|Rethinking Schools|2848|||rethinking schools|rethinking schools|0895-6855|ISSN
1208|387|Fisheries Management and Ecology|540|||fisheries management and ecology|fisheries management and ecology|0969-997X|ISSN
1834|853|Developmental Dynamics|210|||developmental dynamics|developmental dynamics|1058-8388|ISSN
1828|803|Electronic Journal of Linear Algebra|2853|||electronic journal of linear algebra|electronic journal of linear algebra|1081-3810|ISSN
1823|1340|Information Systems Education Journal|2851|||information systems education journal|information systems education journal|1545-679x|ISSN
1213|642|Unknown (2153-4578)|1|||unknown 2153 4578|unknown 2153 4578|2153-4578|ISSN
1856|1822|Java:   a framework for program design and data structures|2803|||java a framework for program design and data structures|java a framework for program design and data structures|0534366910|ISBN10
1858|318|Lincoln's sacred effort:   defining religion's role in American self-government|2809|||lincoln s sacred effort defining religion s role in american self government|lincoln s sacred effort defining religion s role in american self government|0739101056|ISBN10
1865|41|Journal of Chemical Physics|735|||journal of chemical physics|journal of chemical physics|0021-9606|ISSN
1852|138|Optics Letters|304|||optics letters|optics letters|0146-9592|ISSN
1854|312|International Journal of Psychophysiology|416|||international journal of psychophysiology|international journal of psychophysiology|0167-8760|ISSN
1859|929|Journal of Marketing Management|360|||journal of marketing management|journal of marketing management|0267-257X|ISSN
1853|308|Journal of Business Venturing|416|||journal of business venturing|journal of business venturing|0883-9026|ISSN
1868|326|Political Geography|416|||political geography|political geography|0962-6298|ISSN
1845|39|Communist and Post-Communist Studies|416|||communist and post communist studies|communist and post communist studies|0967-067X|ISSN
1861|577|Excavatio: Emile Zola and Naturalism|2864|||excavatio emile zola and naturalism|excavatio emile zola and naturalism|1021-5417|ISSN
1898|323|Student solutions manual for Reese's University physics|2803|||student solutions manual for reese s university physics|student solutions manual for reese s university physics|9780534352349|ISBN13
1897|1143|Gravity in Art: Essays on Weight and Weightlessness in Painting, Sculpture and Photography|2867|||gravity in art essays on weight and weightlessness in painting sculpture and photography|gravity in art essays on weight and weightlessness in painting sculpture and photography|9780786465743|ISBN13
1883|1914|Unknown (0021-8723)|1|||unknown 0021 8723|unknown 0021 8723|0021-8723|ISSN
1878|1905|Unknown (0041-5650)|1|||unknown 0041 5650|unknown 0041 5650|0041-5650|ISSN
1892|809|International Review of Law and Economics|416|||international review of law and economics|international review of law and economics|0144-8188|ISSN
1870|302|World Economy|210|||world economy|world economy|0378-5920|ISSN
933|933|Thanal|1|||thanal|thanal|0975-0843|ISSN
1874|308|Journal of Business Venturing|416|||journal of business venturing|journal of business venturing|0883-9026|ISSN
1871|39|Communist and Post-Communist Studies|416|||communist and post communist studies|communist and post communist studies|0967-067X|ISSN
1884|839|Unknown (1049-2127)|1|||unknown 1049 2127|unknown 1049 2127|1049-2127|ISSN
1902|564|Fisheries Oceanography|210|||fisheries oceanography|fisheries oceanography|1054-6006|ISSN
1869|310|International Review of Financial Analysis|416|||international review of financial analysis|international review of financial analysis|1057-5219|ISSN
1903|319|International Journal of Accounting|416|||international journal of accounting|international journal of accounting|1094-4060|ISSN
1882|1913|Unknown (1096-746X)|1|||unknown 1096 746x|unknown 1096 746x|1096-746X|ISSN
1896|753|Information Systems Journal|210|||information systems journal|information systems journal|1350-1917|ISSN
1889|807|Dalton Transactions|2141|||dalton transactions|dalton transactions|1477-9226|ISSN
1879|1906|Unknown (1540-6210)|1|||unknown 1540 6210|unknown 1540 6210|1540-6210|ISSN
1888|44|Conservation Genetics|2308|||conservation genetics|conservation genetics|1566-0621|ISSN
1894|927|Journal of microbiology  biology education : JMBE|346|||journal of microbiology biology education jmbe|journal of microbiology biology education jmbe|1935-7877|ISSN
1880|1908|Unknown (1949-0755)|1|||unknown 1949 0755|unknown 1949 0755|1949-0755|ISSN
1877|1904|Unknown (2045-2322)|1|||unknown 2045 2322|unknown 2045 2322|2045-2322|ISSN
1881|1909|Unknown (2164-8646)|1|||unknown 2164 8646|unknown 2164 8646|2164-8646|ISSN
1895|811|Revista de ALCES XXI. Journal of Contemporary Spanish Literature and Film|2866|||revista de alces xxi journal of contemporary spanish literature and film|revista de alces xxi journal of contemporary spanish literature and film|2168-7803|ISSN
1927|636|Encyclopedia of modern Asia|2879|||encyclopedia of modern asia|encyclopedia of modern asia|9780684806174|ISBN13
1934|297|Fair and effective representation?:   debating electoral reform and minority rights|2884|||fair and effective representation debating electoral reform and minority rights|fair and effective representation debating electoral reform and minority rights|0847692116|ISBN10
1922|139|French Review|2876|||french review|french review|0016-111X|ISSN
1910|313|Indo-Iranian Journal|999|||indo iranian journal|indo iranian journal|0019-7246|ISSN
1911|211|Journal of Economic Psychology|416|||journal of economic psychology|journal of economic psychology|0167-4870|ISSN
1931|577|Excavatio: Emile Zola and Naturalism|2882|||excavatio emile zola and naturalism|excavatio emile zola and naturalism|1021-5417|ISSN
1915|839|Journal of Management Accounting Research|684|||journal of management accounting research|journal of management accounting research|1049-2127|ISSN
1917|291|Identities|360|||identities|identities|1070-289X|ISSN
1916|233|Molecular Ecology Notes|976|||molecular ecology notes|molecular ecology notes|1471-8278|ISSN
1961|498|Twentieth Centry Literature|89|||twentieth centry literature|twentieth centry literature|0041-462X|ISSN
1945|797|European Journal of Physics|1329|||european journal of physics|european journal of physics|0143-0807|ISSN
1951|833|Shofar: An Interdisciplinary Journal of Jewish Studies|2084|||shofar an interdisciplinary journal of jewish studies|shofar an interdisciplinary journal of jewish studies|0882-8539|ISSN
1937|1194|Encyclopedia of religion and war|45|||encyclopedia of religion and war|encyclopedia of religion and war|0415942462|ISBN10
1952|873|Ciencia y Cultura|166|||ciencia y cultura|ciencia y cultura|2077-3323|ISSN
1954|1122|Advertising Theory|45|||advertising theory|advertisingory|9780415886628|ISBN13
1943|2125|Frida Diego : passion, politics and painting|2888|||frida diego passion politics and painting|frida diego passion politics and painting|9781894243711|ISBN13
1944|2125|Frida Diego : passion, politics and painting|2889|||frida diego passion politics and painting|frida diego passion politics and painting|9781894243711|ISBN13
1946|841|Fundamentals of Python: First Programs|2890|||fundamentals of python first programs|fundamentals of python first programs|9781111822705|ISBN13
1953|1112|Handbook of research on teaching ethics in business and management education|2893|||handbook of research on teaching ethics in business and management education|handbook of research on teaching ethics in business and management education|9781613505106|ISBN13
1950|845|Heresy trials and English women writers, 1400-1670|6|||heresy trials and english women writers 1400 1670|heresy trials and english women writers 1400 1670|9781107017054|ISBN13
1948|1137|La Memoria en la Piedra. Estudios sobre Grafitos Históricos|2892|||la memoria en la piedra estudios sobre grafitos hist ricos|la memoria en la piedra estudios sobre grafitos hist ricos|9788423533169|ISBN13
1936|575|Presencia de la mujer hispana en las letras, las ciencias y las artes : ensayos|2885|||presencia de la mujer hispana en las letras las ciencias y las artes ensayos|presencia de la mujer hispana en las letras las ciencias y las artes ensayos|1931139261|ISBN10
